col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
690.0,541.6586573486327,0.16916260493992685,0.6808411099362794,0.0,0.8761697049575061,0.7785053999963122,287.28206594273814,46.0,0.44181637501264126,0.3878482099538587,24.0,8.0,0.0,0.997191005010244,2968.2542693087057
821.0,1125.447301143105,0.4514138761997111,0.9364455696536724,0.0,0.14243289227208789,0.03943924586404135,519.2262299248227,42.0,0.664717004802084,0.6274645857260494,9.0,87.0,0.0,0.21548994048921855,3092.6376214779757
76.0,461.3523104781991,0.28301840077728546,0.5617746496684649,1.0,0.4502721441515287,0.5060233969099968,776.9318493431646,50.0,0.6126821976586584,0.7290283930427082,12.0,9.0,1.0,0.9520333891754195,3593.499367812139
835.0,290.0167706246056,0.5011109778016111,0.29233886046795665,0.0,0.5758476984607217,0.9340932720137586,718.0679431333032,42.0,0.008035306892367672,0.3670755662259061,7.0,78.0,0.0,0.8000578753392148,1554.8546894074707
416.0,102.77325998851921,0.5110870978098864,0.8133865232166959,1.0,0.8924667411330431,0.3529266321748695,648.6737822537126,7.0,0.6682187242632606,0.19476616653985257,22.0,20.0,0.0,0.03660568600367453,1808.3777325858832
661.0,265.7799140624369,0.4983359656767432,0.33538550856089633,0.0,0.6005656943874673,0.9679756089247624,796.9749002908263,61.0,0.06388685724829264,0.4376152372716203,4.0,33.0,1.0,0.9072548805196395,4274.374674048568
478.0,117.58939596226585,0.3352534577643591,0.7218916775907428,0.0,0.16723639860088602,0.44456403064523387,822.8902279669013,17.0,0.2516577304883456,0.5538746035261085,6.0,51.0,2.0,0.6631851913081444,1650.6776263727388
738.0,934.4296994029531,0.3196490906395202,0.6163435898883276,1.0,0.8976657872085724,0.7570046959990306,53.16221804750915,43.0,0.3048694672369553,0.194360301358541,24.0,50.0,0.0,0.6317159067180513,1959.131155983874
478.0,949.9440500240987,0.8427615656552719,0.7168057835261807,0.0,0.9671880904173528,0.3419969369717667,213.88072854209915,55.0,0.4244453501778013,0.8412322933871004,20.0,67.0,1.0,0.34046766470359513,2041.2579134920582
593.0,513.8220185821195,0.05380073095516491,0.05723294119311617,0.0,0.4558600541177035,0.2565464902048292,257.3789134383526,74.0,0.5993313037243613,0.4592922643556546,4.0,56.0,2.0,0.6620380385064801,1787.0082004826224
221.0,1602.3650565585665,0.899507952297759,0.4503356773138356,1.0,0.23000458730740492,0.3401701174094591,882.0878640012802,11.0,0.6103067582614423,0.7808323123234815,3.0,68.0,2.0,0.22149449233634277,1194.0495246967364
889.0,1567.0090125951508,0.7321093219110745,0.5330277918238517,1.0,0.612660406838973,0.5728440918808319,370.0249509278226,44.0,0.4125896108959447,0.4135788767517503,21.0,53.0,0.0,0.2543136616226689,1258.7077945431633
501.0,700.9453630127441,0.558303116770903,0.623352304165141,0.0,0.19733263516791022,0.41034246966652554,470.63774049015586,64.0,0.04492849557775819,0.26238180766098695,3.0,6.0,0.0,0.11442116055660956,1926.3111091763785
358.0,1470.912157523588,0.21863733402970997,0.6888877748072839,0.0,0.7007876014764867,0.1948376806913047,658.4372255020403,6.0,0.6160590192455973,0.1710380273528994,9.0,71.0,3.0,0.14723835911333283,2725.772142603266
453.0,1795.346522628264,0.04782127936814473,0.8648918316827081,0.0,0.5380636107568828,0.7014777361209567,513.3628203033144,9.0,0.1744652749938789,0.3551341779726074,4.0,71.0,3.0,0.008790634725419189,2403.21912563962
334.0,857.833125150051,0.1028352068660443,0.5041216809763648,1.0,0.14360708537177214,0.8238643831740684,222.89936346369458,63.0,0.7868190116886713,0.5448935743832538,13.0,0.0,0.0,0.2659227655924391,1897.9514796631984
677.0,342.62190739626726,0.5570562518434271,0.49844117252327536,0.0,0.7218872131920328,0.1101641854070734,51.03362977820201,65.0,0.25024558354766796,0.6632721189707198,7.0,33.0,0.0,0.2163800674355273,2165.802979607765
56.0,317.25679379451043,0.5852602449889055,0.7301407806615564,0.0,0.8721885604320315,0.30116468544795516,441.5847541572504,30.0,0.535164630810884,0.01706911100584374,16.0,52.0,0.0,0.7329735365637322,2301.237246139583
537.0,353.909205344019,0.2842715239489271,0.8339316382886248,0.0,0.614067595532978,0.7239996094602208,270.92311180976975,63.0,0.04895405619023054,0.16372769497151451,20.0,85.0,1.0,0.6034557804828082,2970.5824810689573
346.0,1143.7237136683725,0.7086007358482168,0.4345509331474967,0.0,0.14417085422778475,0.2893609085888019,15.157994829200893,7.0,0.6596872209811598,0.8701210515270645,19.0,92.0,0.0,0.45088122426764965,1661.5002580984321
359.0,197.55471743512385,0.9416800228050901,0.16349214795124145,0.0,0.47476729193231637,0.31912973484294016,535.532426637051,63.0,0.7755174600527949,0.6965794170784678,17.0,9.0,2.0,0.07402912911631787,2752.4872947332715
230.0,327.333051743326,0.07735988932376492,0.657920277338655,1.0,0.8256961161722345,0.7418081967554447,319.14489892263157,9.0,0.4460314390396187,0.40625651908828575,24.0,91.0,2.0,0.07070482651996568,2371.3574207558668
505.0,1287.0066034325748,0.25854891079417097,0.3813264463353556,1.0,0.1322154261584173,0.7567709362468864,870.7529870701903,7.0,0.5736980809661308,0.25499297660076303,18.0,85.0,1.0,0.7532149871523173,3380.4326083412343
885.0,1071.78352462837,0.8491318549337953,0.4549302464044995,1.0,0.8126108957766823,0.13377057109059098,732.1732876878318,57.0,0.0884971604195217,0.41840930214854777,22.0,78.0,0.0,0.7030480183053435,763.4733312410427
601.0,58.135946174335295,0.4953536576688765,0.8289299603621868,0.0,0.8954994243837014,0.36221468492236353,688.8330777395171,53.0,0.6937480245498984,0.22907572707701174,6.0,45.0,1.0,0.09593675433049875,3089.249558782536
152.0,1130.0995187488832,0.14049713704809663,0.0594865600973129,1.0,0.8918907968380909,0.4756886784677019,390.7313057495994,24.0,0.20664491425444675,0.810880204986146,8.0,2.0,0.0,0.14607174640575116,1467.0577954055404
487.0,1212.757921674851,0.637385920877522,0.8372270929369621,0.0,0.7572906270934182,0.7972588674657708,987.1290391299588,67.0,0.834618852050317,0.9571318140540196,17.0,97.0,1.0,0.1170047457411072,2175.7248392007255
684.0,991.3647536509495,0.6463762119132027,0.4364721788657231,0.0,0.1204337980451794,0.2784530033566125,67.86348060604165,55.0,0.6847846364346163,0.9105297649976999,21.0,13.0,3.0,0.5426065564411097,1162.1765923089602
599.0,1837.7485538235005,0.6733608138880192,0.5136906277280433,0.0,0.9775586932513369,0.7456246530391095,580.0949222103424,72.0,0.04533851804626552,0.8178885070913611,8.0,0.0,2.0,0.8901523462424514,1704.7428341428606
997.0,83.16170842955894,0.7515271894603059,0.30433129789687674,0.0,0.8832096515420161,0.5937704672688658,145.10882994838227,8.0,0.660162179269081,0.43601375997858693,20.0,53.0,1.0,0.27825705268830814,1786.2296686965421
909.0,934.9720831016111,0.15670241626826587,0.6373276530230791,0.0,0.2450775523606893,0.9412026026918843,417.609546300081,24.0,0.026915742293720003,0.7257027891155026,2.0,85.0,1.0,0.5102029457367986,3629.6535014146193
515.0,800.9725762264457,0.44820130342234743,0.7163690224381244,1.0,0.6091019437725104,0.662735490555898,921.5941627238085,9.0,0.749508852004402,0.877269647887126,5.0,68.0,2.0,0.09180380521835418,1987.3963821570005
866.0,1624.4005156081644,0.39607013191910034,0.3754343445723606,0.0,0.18368866249128868,0.7795615109824052,751.3364663993088,65.0,0.5161338242546236,0.16305287514454891,18.0,49.0,2.0,0.5465442393066927,2115.954958116317
529.0,668.7397412253594,0.14934917694689753,0.24895285681565138,0.0,0.6091113908286143,0.42903212382213285,523.3494309018283,64.0,0.8088028337504466,0.7087150557962071,10.0,99.0,1.0,0.9883979877702812,3901.076304483594
860.0,1342.449092486839,0.007205521923755898,0.7367082582994064,1.0,0.0449071726898429,0.3908077080440441,119.10735472764726,59.0,0.3899435165172194,0.7744099090654935,19.0,28.0,1.0,0.15801209518578174,2737.394625593608
717.0,1487.028740950631,0.8898961712854122,0.6767446310366759,1.0,0.3620052501164027,0.5193749480271199,303.16115894845024,9.0,0.9022504644408805,0.14885370986766644,16.0,79.0,1.0,0.778332486609374,2658.701584063242
616.0,1431.2555850852257,0.8883378104369467,0.8047668902423775,1.0,0.4381952493795085,0.6214810623603624,532.5310407441352,29.0,0.155918036185661,0.35462432918493925,17.0,91.0,0.0,0.08776758110835492,978.1012612505982
59.0,1078.9243328254793,0.28029866592374386,0.024342914814365124,1.0,0.5267252212185811,0.27553406801647307,19.38254849017297,74.0,0.4749841672132924,0.27076947010920227,21.0,79.0,0.0,0.26600488710309267,2196.3317788991153
523.0,1.9606007954128946,0.7423180091029861,0.4490789588170401,1.0,0.9663745670104895,0.7077267629137648,410.3428355015407,6.0,0.8479228219473542,0.6731355316257048,1.0,24.0,1.0,0.6385442854364836,3844.07034972397
88.0,1927.777336432831,0.9607970570737874,0.016562346671254224,1.0,0.9942562338124997,0.005409297692457571,60.562826664875594,16.0,0.03537029817230794,0.05002152340996657,4.0,49.0,2.0,0.09463374912747557,3787.002406365096
193.0,731.0319076534263,0.1746157103885453,0.2471229867086524,1.0,0.6181200612794484,0.4326215165434698,500.07750493494115,69.0,0.7972745664853927,0.6906273375995555,14.0,76.0,3.0,0.9486331735568024,2624.187703251803
732.0,1278.283658974925,0.6985692284723288,0.0429335415834895,1.0,0.9051878222994897,0.9740606819414895,315.2407451021237,34.0,0.16441814094947185,0.24955212050948905,21.0,18.0,3.0,0.5250435739786499,2040.9526378823389
2.0,361.30954646792287,0.8396911895373064,0.14822205651656872,1.0,0.8248097037643993,0.4865158652393229,787.096279648549,37.0,0.429187298874495,0.13334057074366168,1.0,87.0,1.0,0.7801652762480005,4428.197147396716
798.0,997.9096083795076,0.8735532068346417,0.7834137718471341,0.0,0.019469533921208204,0.4014416528841712,308.18919571769703,23.0,0.49809577533342797,0.9293301138348619,13.0,5.0,2.0,0.4572185598843914,1487.9429937920063
689.0,1847.2060962767696,0.6095559720788049,0.1075670926292025,0.0,0.7083626473892757,0.4079648625586585,896.9162380301151,29.0,0.4611620994609076,0.2063737679396732,1.0,68.0,2.0,0.004782688221849241,1431.0451314482568
563.0,573.3973303631318,0.06537111223316006,0.9799180226267498,1.0,0.4140992614495461,0.19700864948872854,110.44001903564464,34.0,0.49662048682165433,0.3286461718431358,17.0,94.0,3.0,0.4602837090987043,10753.460762104782
242.0,1502.8043635639397,0.8961911271076665,0.6756582122415731,1.0,0.36387139010893943,0.5197648011752563,296.23958219822083,3.0,0.8985750084006415,0.14333847524284593,13.0,20.0,2.0,0.7669121493104357,1315.5796838072486
709.0,547.7179414030447,0.13999362416541627,0.4909027909206425,0.0,0.7505391301790165,0.6207209605498295,961.9138112798556,45.0,0.2104524845727211,0.10144829693424273,24.0,73.0,1.0,0.5821756184174948,3374.532247799475
486.0,1314.365027746957,6.617133634586603E-4,0.766617980188564,1.0,0.0602354823992185,0.4134267387444719,177.58917551388132,72.0,0.4304304485199542,0.8261917492243238,7.0,50.0,1.0,0.23895677460533693,2505.5857065669966
70.0,1651.344593824408,0.4501040343133301,0.6332730491683498,1.0,0.3600054521670387,0.9966392432171136,178.01017549141196,8.0,0.8249520015744483,0.5431744521208971,11.0,87.0,1.0,0.08970966102468059,4401.194039101187
380.0,1079.855813599208,0.19113009595708086,0.48703717759204357,0.0,0.1686743389775941,0.8278557582848188,122.5252262727333,59.0,0.7329140011878521,0.4645814206125568,10.0,59.0,3.0,0.10130709784145586,1216.8177021043857
696.0,74.75762442588069,0.020251651713939722,0.9373778602192594,0.0,0.9705273738368992,0.9539526244786599,862.3680594062894,45.0,0.8228477954074738,0.8876535972433801,13.0,77.0,3.0,0.8213545700081004,1747.7459927913167
760.0,1252.8897159092764,0.4625401024526845,0.6893054134604648,0.0,0.9985992979980494,0.8439523482786765,70.0104974457418,42.0,0.34581049131982095,0.22536460900582966,3.0,3.0,3.0,0.6067768548318218,2174.488338858687
811.0,352.56258095165435,0.35264236715158326,0.24747338714346134,1.0,0.88954097914671,0.06850716824392455,953.7048063534445,5.0,0.5509192600175368,0.7843719842374269,6.0,94.0,1.0,0.5002368002309294,2936.298673956543
618.0,220.21619535579632,0.013647528223986516,0.539480851593436,1.0,0.7291475341665852,0.6343142077811718,158.54605583911498,52.0,0.3183309209285744,0.2549808575360346,13.0,47.0,3.0,0.8756475221920587,1082.2951162312766
527.0,1186.1038407872225,0.4307488087333372,0.6630548507067242,1.0,0.9701324309371372,0.8165936333713502,48.41069334343937,37.0,0.32393931613344323,0.20243848781168539,23.0,33.0,2.0,0.5882833124496983,1667.6613656263523
375.0,789.4342304347168,0.13157303382009888,0.8450189161355764,1.0,0.3596405632093854,0.10232973967248093,807.6178510159293,65.0,0.3006615148462084,0.07308643062370179,11.0,4.0,0.0,0.043843136476083844,2482.4707439450103
621.0,1757.8172851840584,0.73790068666609,0.097804865602941,0.0,0.3538431970084328,0.22582403875626755,579.8709207640377,11.0,0.7660075596797354,0.7137473759452838,14.0,59.0,0.0,0.20167071313430007,2416.376269908752
54.0,1068.6266751200703,0.7175281529689166,0.6730834813114964,0.0,0.29086135295469673,0.4819724245836772,433.15247539699453,9.0,0.05032810479814947,0.24641668129727656,5.0,93.0,1.0,0.010860938010876064,4901.724306080031
826.0,1825.3355941668258,0.4718353504521582,0.3351116840741811,1.0,0.1898011446649075,0.7624564143695443,619.4754205116516,18.0,0.43718420980988715,0.053077478286930435,12.0,57.0,2.0,0.3436985422043165,2364.0127289745014
102.0,1794.3798733944557,0.2653274440277731,0.1723097588856778,1.0,0.40951682996228367,0.7909133018745613,690.9166605651412,24.0,0.8509434459062554,0.31649915972134945,17.0,80.0,3.0,0.8420850324692989,1798.7609393034736
602.0,624.292150286145,0.4021684212906741,0.875345132950584,0.0,0.68607444828662,0.780709790618602,251.34765200787652,38.0,0.05880039402923872,0.15925115994653005,11.0,1.0,0.0,0.5377925441756193,2665.2765130172434
437.0,759.3270772846664,0.9403771716918614,0.771999307897979,0.0,0.6393504444748352,0.20567488363698772,36.92404964467424,21.0,0.823229822342165,0.470972595582114,4.0,90.0,2.0,0.7362703075272403,2591.0214665423723
651.0,840.3603586676358,0.9673297125125532,0.7341252345133734,1.0,0.6274070197525808,0.18076612713297713,938.0860326424594,72.0,0.7651675252794344,0.3942025417534011,4.0,33.0,1.0,0.6076389414726638,3933.8864122294744
675.0,1500.5991583640314,0.052786068836967015,0.6206594323209509,0.0,0.993510095868054,0.3070847566439219,866.2085389266268,58.0,0.22550599314425812,0.5613834444508768,10.0,27.0,3.0,0.8156821322578317,2008.331986572353
233.0,1772.0022930207415,0.6752722226323379,0.6870956980575776,1.0,0.0823663049072495,0.8847310089329942,887.5889395146515,54.0,0.26556083299919425,0.09418978033248926,12.0,46.0,0.0,0.30364855173198435,1879.60362251556
95.0,1835.001733541361,0.8039557230017018,0.30402564960752665,0.0,0.5039976700245,0.4040116523654327,895.0407631815449,50.0,0.0946887890033468,0.0040675966303248545,16.0,82.0,2.0,0.6041235259940557,2807.4919459730995
576.0,546.1141845738989,0.7958947745710052,0.43025983332744133,1.0,0.3765138157853314,0.9033868245563864,532.3743349753953,51.0,0.4404453242912918,0.01087885964060642,7.0,53.0,0.0,0.11837089472482643,2285.5993158126826
495.0,664.4554370560492,0.669486393782621,0.3803286311534162,1.0,0.6959917272644014,0.03816018665948939,741.5123997899817,72.0,0.05884562332855552,0.4068339646351966,20.0,97.0,3.0,0.7755077575120649,1783.919363340471
625.0,1838.8792008863788,0.8034453731889909,0.291413168353737,0.0,0.4962260532680708,0.3938196033603233,872.9695245398187,20.0,0.07880625792985689,0.9841938335316557,4.0,1.0,3.0,0.5745680637029882,1889.0840051918276
509.0,1323.2995789300815,0.1986122945256864,0.9323151089538476,0.0,0.8388339772221186,0.3855745430879831,118.08459869313235,72.0,0.023474579023874627,0.572536806551441,6.0,99.0,1.0,0.7594990700148988,3695.007642877761
544.0,140.02829149829722,0.3381338438007523,0.6839058676100798,1.0,0.1455970580863487,0.4147514628482143,752.9182370388168,50.0,0.20221534263171118,0.4913690818956763,16.0,29.0,3.0,0.5679866711408159,1311.6356341525066
904.0,439.99425276040733,0.725913831592282,0.27175328805054144,1.0,0.25341751440793436,0.7625854086798185,305.34061648669723,4.0,0.26398105970082186,0.7992569708661938,8.0,38.0,1.0,0.8359285479537305,1976.790864830362
548.0,650.9480783951055,0.3548536382409676,0.5258013797054332,0.0,0.4574222741789502,0.49161183439277234,655.9339800986655,14.0,0.5407042415610437,0.628370030544577,12.0,95.0,1.0,0.7651282266963817,3784.020768090497
968.0,1995.0609961269647,0.4471285298440739,0.7688277196409553,1.0,0.8401480407419705,0.3044878727408823,619.925191912386,67.0,0.6347317191112888,0.16184723053885186,6.0,14.0,1.0,0.019206573435660235,2564.0618911045376
181.0,1947.9486190203352,0.06348483709293695,0.5830060349456423,0.0,0.3751975468638634,0.4791017983553334,988.6367662459584,1.0,0.7196412023948966,0.8947187447165688,8.0,2.0,0.0,0.3103357059789652,2109.842546674287
152.0,1120.7482197330135,0.27800313229934215,0.9075551089875745,0.0,0.45573432725297824,0.18164471066969579,803.0847352364984,72.0,0.3270320876772888,0.08528631884237192,14.0,82.0,0.0,0.9889278972127256,1878.6943150623226
834.0,43.03326460736766,0.6430472325336276,0.7522901922266868,1.0,0.5085930172901598,0.13044159730784277,237.28771143089307,33.0,0.9063485176785813,0.6178359769832191,5.0,68.0,1.0,0.10523034175743429,1730.6367665135444
858.0,1199.8223139960594,0.7419312011143845,0.49635992171874344,1.0,0.1945884394374643,0.34547419547926506,98.9038574184886,60.0,0.7262995912000773,0.9490171600418233,1.0,28.0,0.0,0.5525601246043815,1057.290168009582
367.0,1983.928050526924,0.13743634674805316,0.9380959226605338,0.0,0.6178321012362382,0.7779640193989665,572.8373446061831,3.0,0.23510738067725126,0.4184916622475576,8.0,80.0,2.0,0.059019319997309805,2770.9152976258674
378.0,1140.4822445368493,0.9953592038979245,0.16308559595815053,0.0,0.2959950301933635,0.7295403056251764,888.294045460698,20.0,0.0274603071678733,0.46372143715475067,24.0,58.0,0.0,0.1979025537831638,4184.36002563217
746.0,525.3782464753453,0.47317933552658764,0.5450408935164518,0.0,0.11629627330073833,0.33066859085917566,398.5048473605493,62.0,0.886144831056327,0.18815784619176357,7.0,43.0,1.0,0.045647101524351585,2615.1892039047016
451.0,204.0401098340173,0.754504394588114,0.02446455044919016,1.0,0.7164804851245274,0.37047252523743945,634.0283542875304,38.0,0.3025282539142628,0.9864406558867648,15.0,82.0,1.0,0.602408771634929,3489.2478242074485
570.0,1078.9785396200714,0.9422845107117752,0.996124469270159,0.0,0.17458849180726987,0.5853564805387144,632.8044894582767,53.0,0.7440710200871303,0.22842845036565362,23.0,32.0,3.0,0.8715004201925929,13771.529240270926
9.0,324.54734551405016,0.9158170535808153,0.6955246231744234,0.0,0.1836416102381414,0.9395831092557018,712.0977868129663,13.0,0.18874097598085535,0.9633491649305882,7.0,43.0,2.0,0.9871152355066359,4553.38865979766
204.0,452.45589822173054,0.4816509295481718,0.7754821826542266,1.0,0.25794968141180474,0.5167159320330157,802.4417280398294,36.0,0.26664336234595015,0.5517809345178596,3.0,71.0,2.0,0.5868459370027034,2000.3143404600146
491.0,1135.7891999924072,0.7269686467340601,0.5643015057931532,1.0,0.22936836514974823,0.39683494292203125,231.82612396131307,5.0,0.8183035418173247,0.06670123911000236,13.0,43.0,2.0,0.7365675203968124,529.9401093112397
77.0,1151.4812249629395,0.5735949494455608,0.6054091334622541,0.0,0.5926834509148801,0.5990462996391477,624.5518788192827,31.0,0.562502669008705,0.6244976498327347,3.0,6.0,1.0,0.6499489851251604,4056.3048245932837
